STAND_B,STAND,0,100,335,FORWARD_WALK,STAND,0,455,335
STAND_B,STAND,0,100,335,FORWARD_WALK,STAND,0,450,335
STAND_B,STAND,0,100,335,FORWARD_WALK,STAND,0,445,335
STAND_B,STAND,0,100,335,FORWARD_WALK,STAND,0,440,335
STAND,STAND,0,100,335,FORWARD_WALK,STAND,0,435,335
STAND,STAND,0,100,335,FORWARD_WALK,STAND,0,430,335
STAND,STAND,0,100,335,FORWARD_WALK,STAND,0,425,335
STAND,STAND,0,100,335,FORWARD_WALK,STAND,0,420,335
STAND,STAND,0,100,335,FORWARD_WALK,STAND,0,415,335
STAND,STAND,0,100,335,FORWARD_WALK,STAND,0,410,335
STAND,STAND,0,100,335,FORWARD_WALK,STAND,0,405,335
STAND,STAND,0,100,335,FORWARD_WALK,STAND,0,400,335
STAND,STAND,0,100,335,FORWARD_WALK,STAND,0,395,335
STAND,STAND,0,100,335,FORWARD_WALK,STAND,0,390,335
STAND,STAND,0,100,335,FORWARD_WALK,STAND,0,385,335
STAND,STAND,0,100,335,FORWARD_WALK,STAND,0,380,335
STAND_B,STAND,0,100,335,FORWARD_WALK,STAND,0,375,335
STAND_B,STAND,0,100,335,FORWARD_WALK,STAND,0,370,335
STAND_B,STAND,0,100,335,FORWARD_WALK,STAND,0,365,335
STAND_B,STAND,0,100,335,FORWARD_WALK,STAND,0,360,335
STAND_B,STAND,0,100,335,FORWARD_WALK,STAND,0,355,335
STAND_B,STAND,0,100,335,FORWARD_WALK,STAND,0,350,335
STAND_B,STAND,0,100,335,FORWARD_WALK,STAND,0,345,335
STAND_B,STAND,0,100,335,FORWARD_WALK,STAND,0,340,335
STAND_B,STAND,0,100,335,FORWARD_WALK,STAND,0,335,335
STAND_B,STAND,0,100,335,FORWARD_WALK,STAND,0,330,335
STAND_B,STAND,0,100,335,FORWARD_WALK,STAND,0,320,335
STAND_B,STAND,0,100,335,FORWARD_WALK,STAND,0,315,335
STAND_B,STAND,0,100,335,FORWARD_WALK,STAND,0,310,335
STAND_B,STAND,0,100,335,FORWARD_WALK,STAND,0,305,335
STAND_B,STAND,0,100,335,FORWARD_WALK,STAND,0,300,335
STAND_B,STAND,0,100,335,FORWARD_WALK,STAND,0,295,335
STAND_B,STAND,0,100,335,FORWARD_WALK,STAND,0,290,335
STAND_B,STAND,0,100,335,FORWARD_WALK,STAND,0,285,335
STAND_B,STAND,0,100,335,FORWARD_WALK,STAND,0,280,335
